"","disease","state","year","weeks_reporting","count","population"
"3044","Measles","Florida",1941,48,9273,1947696
"3045","Measles","Florida",1942,50,4081,2003380
"3046","Measles","Florida",1943,47,1683,2065295
"3047","Measles","Florida",1944,47,4594,2134374
"3048","Measles","Florida",1945,48,977,2211678
"3049","Measles","Florida",1946,51,2854,2298419
"3050","Measles","Florida",1947,49,1343,2395995
"3051","Measles","Florida",1948,43,3928,2506024
"3052","Measles","Florida",1949,50,3843,2630391
"3053","Measles","Florida",1950,49,2344,2771305
"3054","Measles","Florida",1951,48,2270,2930798
"3055","Measles","Florida",1952,48,3478,3108815
"3056","Measles","Florida",1953,49,1276,3304427
"3057","Measles","Florida",1954,52,10945,3516212
"3058","Measles","Florida",1955,47,1427,3742111
"3059","Measles","Florida",1956,49,5149,3979292
"3060","Measles","Florida",1957,44,5262,4224039
"3061","Measles","Florida",1958,50,12347,4471651
"3062","Measles","Florida",1959,43,3592,4716403
"3063","Measles","Florida",1960,46,3723,4951560
"3064","Measles","Florida",1961,49,6695,5170995
"3065","Measles","Florida",1962,50,4154,5374410
"3066","Measles","Florida",1963,47,3754,5563696
"3067","Measles","Florida",1964,51,7028,5741474
"3068","Measles","Florida",1965,52,3708,5911015
"3069","Measles","Florida",1966,51,3931,6076182
"3070","Measles","Florida",1967,52,1806,6241386
"3071","Measles","Florida",1968,52,573,6411565
"3072","Measles","Florida",1969,51,611,6592214
"3073","Measles","Florida",1970,51,1445,6789443
"3074","Measles","Florida",1971,51,2316,7008662
"3075","Measles","Florida",1972,50,1396,7250063
"3076","Measles","Florida",1973,51,393,7512296
"3077","Measles","Florida",1974,47,228,7793754
"3078","Measles","Florida",1975,51,82,8092494
"3079","Measles","Florida",1976,51,337,8406176
"3080","Measles","Florida",1977,41,301,8732000
"3081","Measles","Florida",1978,50,1094,9066647
"3082","Measles","Florida",1979,51,607,9406243
"3083","Measles","Florida",1980,50,407,9746324
"3084","Measles","Florida",1981,46,300,10082727
"3085","Measles","Florida",1982,45,214,10414526
"3086","Measles","Florida",1983,42,161,10741769
"3087","Measles","Florida",1984,37,16,11064644
"3088","Measles","Florida",1985,46,113,11383474
"3089","Measles","Florida",1986,46,400,11698722
"3090","Measles","Florida",1987,41,85,12010988
"3091","Measles","Florida",1988,46,167,12321008
"3092","Measles","Florida",1989,40,203,12629652
"3093","Measles","Florida",1990,46,371,12937926
"3094","Measles","Florida",1991,49,297,13246692
"3095","Measles","Florida",1992,40,41,13555784
"3096","Measles","Florida",1993,46,27,13864752
"3097","Measles","Florida",1994,44,21,14173127
"3098","Measles","Florida",1995,35,9,14480420
"3099","Measles","Florida",1996,18,0,14786125
"3100","Measles","Florida",1997,38,8,15089720
"3101","Measles","Florida",1998,37,1,15390666
"3102","Measles","Florida",1999,37,1,15688408
"3103","Measles","Florida",2000,27,2,15982378
"3104","Measles","Florida",2001,0,0,16272186
"3105","Measles","Florida",2002,40,1,16558219
"3106","Measles","Florida",2003,0,0,16841116
"3107","Measles","Georgia",1928,47,4637,2901933
"3108","Measles","Georgia",1929,48,1180,2903538
"3109","Measles","Georgia",1930,51,4459,2908506
"3110","Measles","Georgia",1931,47,3053,2917574
"3111","Measles","Georgia",1932,45,1009,2930546
"3112","Measles","Georgia",1933,50,4628,2947001
"3113","Measles","Georgia",1934,27,22965,2966519
"3114","Measles","Georgia",1935,4,31,2988679
"3115","Measles","Georgia",1936,2,8,3013053
"3116","Measles","Georgia",1937,0,0,3039203
"3117","Measles","Georgia",1938,39,9272,3066678
"3118","Measles","Georgia",1939,51,3623,3095013
"3119","Measles","Georgia",1940,48,2934,3123723
"3120","Measles","Georgia",1941,48,9350,3152430
"3121","Measles","Georgia",1942,50,5417,3181234
"3122","Measles","Georgia",1943,47,4105,3210365
"3123","Measles","Georgia",1944,47,5448,3240060
"3124","Measles","Georgia",1945,49,860,3270567
"3125","Measles","Georgia",1946,52,3798,3302139
"3126","Measles","Georgia",1947,48,3352,3335044
"3127","Measles","Georgia",1948,42,1233,3369557
"3128","Measles","Georgia",1949,50,9599,3405968
"3129","Measles","Georgia",1950,48,2159,3444578
"3130","Measles","Georgia",1951,49,7523,3485627
"3131","Measles","Georgia",1952,48,8084,3529052
"3132","Measles","Georgia",1953,48,3078,3574711
"3133","Measles","Georgia",1954,51,6773,3622453
"3134","Measles","Georgia",1955,47,2478,3672121
"3135","Measles","Georgia",1956,50,4770,3723548
"3136","Measles","Georgia",1957,50,5860,3776555
"3137","Measles","Georgia",1958,48,6664,3830954
"3138","Measles","Georgia",1959,30,445,3886546
"3139","Measles","Georgia",1960,35,217,3943116
"3140","Measles","Georgia",1961,31,413,4000512
"3141","Measles","Georgia",1962,32,418,4058872
"3142","Measles","Georgia",1963,27,200,4118413
"3143","Measles","Georgia",1964,35,211,4179370
"3144","Measles","Georgia",1965,52,655,4241987
"3145","Measles","Georgia",1966,51,244,4306523
"3146","Measles","Georgia",1967,50,42,4373252
"3147","Measles","Georgia",1968,49,4,4442463
"3148","Measles","Georgia",1969,41,2,4514462
"3149","Measles","Georgia",1970,44,18,4589575
"3150","Measles","Georgia",1971,46,1135,4668031
"3151","Measles","Georgia",1972,47,176,4749598
"3152","Measles","Georgia",1973,49,51,4833908
"3153","Measles","Georgia",1974,47,3,4920562
"3154","Measles","Georgia",1975,37,40,5009127
"3155","Measles","Georgia",1976,29,5,5099141
"3156","Measles","Georgia",1977,45,762,5190101
"3157","Measles","Georgia",1978,44,56,5281471
"3158","Measles","Georgia",1979,47,555,5372677
"3159","Measles","Georgia",1980,48,847,5463105
"3160","Measles","Georgia",1981,44,110,5552381
"3161","Measles","Georgia",1982,0,0,5641222
"3162","Measles","Georgia",1983,43,8,5730681
"3163","Measles","Georgia",1984,12,3,5821879
"3164","Measles","Georgia",1985,38,8,5916008
"3165","Measles","Georgia",1986,33,93,6014339
"3166","Measles","Georgia",1987,11,9,6118223
"3167","Measles","Georgia",1988,0,0,6229107
"3168","Measles","Georgia",1989,24,17,6348546
"3169","Measles","Georgia",1990,44,358,6478216
"3170","Measles","Georgia",1991,30,15,6619421
"3171","Measles","Georgia",1992,14,3,6771458
"3172","Measles","Georgia",1993,4,1,6933012
"3173","Measles","Georgia",1994,33,3,7102632
"3174","Measles","Georgia",1995,27,5,7278710
"3175","Measles","Georgia",1996,26,1,7459456
"3176","Measles","Georgia",1997,23,0,7642891
"3177","Measles","Georgia",1998,35,1,7826830
"3178","Measles","Georgia",1999,0,0,8008882
"3179","Measles","Georgia",2000,0,0,8186453
"3180","Measles","Georgia",2001,37,1,8357323
"3181","Measles","Georgia",2002,2,1,8521472
"3182","Measles","Georgia",2003,0,0,8679534
"3183","Measles","Hawaii",1928,0,0,NA
"3184","Measles","Hawaii",1929,0,0,NA
"3185","Measles","Hawaii",1930,0,0,NA
"3186","Measles","Hawaii",1931,0,0,NA
"3187","Measles","Hawaii",1932,0,0,NA
"3188","Measles","Hawaii",1933,0,0,NA
"3189","Measles","Hawaii",1934,0,0,NA
"3190","Measles","Hawaii",1935,0,0,NA
"3191","Measles","Hawaii",1936,0,0,NA
"3192","Measles","Hawaii",1937,0,0,NA
"3193","Measles","Hawaii",1938,0,0,NA
"3194","Measles","Hawaii",1939,0,0,NA
"3195","Measles","Hawaii",1940,0,0,NA
"3196","Measles","Hawaii",1941,0,0,NA
"3197","Measles","Hawaii",1942,0,0,NA
"3198","Measles","Hawaii",1943,0,0,NA
"3199","Measles","Hawaii",1944,0,0,NA
"3200","Measles","Hawaii",1945,0,0,NA
"3201","Measles","Hawaii",1946,0,0,NA
"3202","Measles","Hawaii",1947,0,0,NA
"3203","Measles","Hawaii",1948,0,0,NA
"3204","Measles","Hawaii",1949,0,0,NA
"3205","Measles","Hawaii",1950,23,66,NA
"3206","Measles","Hawaii",1951,44,4910,NA
"3207","Measles","Hawaii",1952,0,0,NA
"3208","Measles","Hawaii",1953,0,0,NA
"3209","Measles","Hawaii",1954,50,504,NA
"3210","Measles","Hawaii",1955,48,6395,NA
"3211","Measles","Hawaii",1956,51,5154,NA
"3212","Measles","Hawaii",1957,44,5059,NA
"3213","Measles","Hawaii",1958,49,575,NA
"3214","Measles","Hawaii",1959,46,3686,NA
"3215","Measles","Hawaii",1960,42,5322,632772
"3216","Measles","Hawaii",1961,42,195,644295
"3217","Measles","Hawaii",1962,49,2649,656083
"3218","Measles","Hawaii",1963,45,3559,668199
"3219","Measles","Hawaii",1964,48,862,680712
"3220","Measles","Hawaii",1965,52,4054,693694
"3221","Measles","Hawaii",1966,50,145,707223
"3222","Measles","Hawaii",1967,51,177,721381
"3223","Measles","Hawaii",1968,52,37,736258
"3224","Measles","Hawaii",1969,41,53,751950
"3225","Measles","Hawaii",1970,49,192,768561
"3226","Measles","Hawaii",1971,49,489,786163
"3227","Measles","Hawaii",1972,49,96,804667
"3228","Measles","Hawaii",1973,49,30,823931
"3229","Measles","Hawaii",1974,42,63,843799
"3230","Measles","Hawaii",1975,39,65,864098
"3231","Measles","Hawaii",1976,50,11,884635
"3232","Measles","Hawaii",1977,41,44,905202
"3233","Measles","Hawaii",1978,44,21,925568
"3234","Measles","Hawaii",1979,48,77,945486
"3235","Measles","Hawaii",1980,48,9,964691
"3236","Measles","Hawaii",1981,39,8,982951
"3237","Measles","Hawaii",1982,51,5,1000236
"3238","Measles","Hawaii",1983,48,1,1016571
"3239","Measles","Hawaii",1984,31,173,1031992
"3240","Measles","Hawaii",1985,47,24,1046542
"3241","Measles","Hawaii",1986,46,30,1060271
"3242","Measles","Hawaii",1987,4,2,1073239
"3243","Measles","Hawaii",1988,34,20,1085507
"3244","Measles","Hawaii",1989,43,31,1097145
"3245","Measles","Hawaii",1990,41,41,1108229
"3246","Measles","Hawaii",1991,47,22,1118841
"3247","Measles","Hawaii",1992,32,49,1129082
"3248","Measles","Hawaii",1993,45,15,1139060
"3249","Measles","Hawaii",1994,0,0,1148887
"3250","Measles","Hawaii",1995,41,0,1158681
"3251","Measles","Hawaii",1996,48,34,1168563
"3252","Measles","Hawaii",1997,48,6,1178657
"3253","Measles","Hawaii",1998,0,0,1189094
"3254","Measles","Hawaii",1999,25,1,1200007
"3255","Measles","Hawaii",2000,30,2,1211537
"3256","Measles","Hawaii",2001,33,7,1223795
"3257","Measles","Hawaii",2002,19,1,1236769
"3258","Measles","Hawaii",2003,0,0,1250411
"3259","Measles","Idaho",1928,26,88,439810
"3260","Measles","Idaho",1929,50,717,441831
"3261","Measles","Idaho",1930,48,879,445032
"3262","Measles","Idaho",1931,33,118,449638
"3263","Measles","Idaho",1932,22,40,455546
"3264","Measles","Idaho",1933,40,898,462565
"3265","Measles","Idaho",1934,42,1194,470502
"3266","Measles","Idaho",1935,44,877,479153
"3267","Measles","Idaho",1936,45,1300,488300
"3268","Measles","Idaho",1937,48,1233,497708
"3269","Measles","Idaho",1938,52,2189,507125
"3270","Measles","Idaho",1939,51,3619,516277
"3271","Measles","Idaho",1940,48,1767,524873
"3272","Measles","Idaho",1941,48,511,532679
"3273","Measles","Idaho",1942,50,1890,539750
"3274","Measles","Idaho",1943,47,3256,546228
"3275","Measles","Idaho",1944,47,965,552263
"3276","Measles","Idaho",1945,49,1319,558013
"3277","Measles","Idaho",1946,50,2209,563648
"3278","Measles","Idaho",1947,48,268,569342
"3279","Measles","Idaho",1948,44,1517,575277
"3280","Measles","Idaho",1949,52,2913,581642
"3281","Measles","Idaho",1950,50,1912,588637
"3282","Measles","Idaho",1951,47,2109,596401
"3283","Measles","Idaho",1952,48,1156,604802
"3284","Measles","Idaho",1953,47,1933,613632
"3285","Measles","Idaho",1954,50,4405,622669
"3286","Measles","Idaho",1955,46,703,631677
"3287","Measles","Idaho",1956,51,1994,640410
"3288","Measles","Idaho",1957,46,3126,648604
"3289","Measles","Idaho",1958,46,3824,655988
"3290","Measles","Idaho",1959,45,1624,662279
"3291","Measles","Idaho",1960,43,2831,667191
"3292","Measles","Idaho",1961,50,1927,670568
"3293","Measles","Idaho",1962,52,1620,672783
"3294","Measles","Idaho",1963,48,3910,674353
"3295","Measles","Idaho",1964,51,2286,675804
"3296","Measles","Idaho",1965,52,3119,677665
"3297","Measles","Idaho",1966,51,1701,680474
"3298","Measles","Idaho",1967,52,413,684778
"3299","Measles","Idaho",1968,52,21,691149
"3300","Measles","Idaho",1969,41,90,700191
"3301","Measles","Idaho",1970,46,98,712567
"3302","Measles","Idaho",1971,49,274,728790
"3303","Measles","Idaho",1972,49,110,748519
"3304","Measles","Idaho",1973,50,256,771163
"3305","Measles","Idaho",1974,46,54,796069
"3306","Measles","Idaho",1975,51,20,822501
"3307","Measles","Idaho",1976,52,1982,849614
"3308","Measles","Idaho",1977,47,169,876447
"3309","Measles","Idaho",1978,45,4,901920
"3310","Measles","Idaho",1979,44,22,924841
"3311","Measles","Idaho",1980,0,0,943935
"3312","Measles","Idaho",1981,26,2,958227
"3313","Measles","Idaho",1982,0,0,968160
"3314","Measles","Idaho",1983,4,1,974620
"3315","Measles","Idaho",1984,0,0,978566
"3316","Measles","Idaho",1985,31,62,980999
"3317","Measles","Idaho",1986,28,1,982943
"3318","Measles","Idaho",1987,0,0,985431
"3319","Measles","Idaho",1988,0,0,989509
"3320","Measles","Idaho",1989,6,8,996243
"3321","Measles","Idaho",1990,34,22,1006749
"3322","Measles","Idaho",1991,31,439,1021923
"3323","Measles","Idaho",1992,0,0,1041563
"3324","Measles","Idaho",1993,0,0,1065187
"3325","Measles","Idaho",1994,24,2,1092302
"3326","Measles","Idaho",1995,17,4,1122377
"3327","Measles","Idaho",1996,32,2,1154828
"3328","Measles","Idaho",1997,1,81,1188999
"3329","Measles","Idaho",1998,1,1,1224149
"3330","Measles","Idaho",1999,0,0,1259444
"3331","Measles","Idaho",2000,0,0,1293953
"3332","Measles","Idaho",2001,45,2,1326846
"3333","Measles","Idaho",2002,1,0,1358034
"3334","Measles","Idaho",2003,0,0,1387648
"3335","Measles","Illinois",1928,52,7444,7452677
"3336","Measles","Illinois",1929,52,38503,7549407
"3337","Measles","Illinois",1930,52,16517,7630654
"3338","Measles","Illinois",1931,52,39738,7694112
"3339","Measles","Illinois",1932,52,16113,7741450
"3340","Measles","Illinois",1933,52,12092,7775489
"3341","Measles","Illinois",1934,52,44676,7799181
"3342","Measles","Illinois",1935,52,58229,7815568
"3343","Measles","Illinois",1936,50,1207,7827746
"3344","Measles","Illinois",1937,50,11545,7838842
"3345","Measles","Illinois",1938,52,90081,7852004
"3346","Measles","Illinois",1939,50,7900,7870402
"3347","Measles","Illinois",1940,48,6658,7897241
"3348","Measles","Illinois",1941,48,49021,7935138
"3349","Measles","Illinois",1942,50,10693,7984156
"3350","Measles","Illinois",1943,47,25494,8043736
"3351","Measles","Illinois",1944,47,18513,8113342
"3352","Measles","Illinois",1945,48,7850,8192452
"3353","Measles","Illinois",1946,52,24314,8280545
"3354","Measles","Illinois",1947,50,7630,8377103
"3355","Measles","Illinois",1948,44,36515,8481594
"3356","Measles","Illinois",1949,52,5715,8593475
"3357","Measles","Illinois",1950,51,17507,8712176
"3358","Measles","Illinois",1951,49,16494,8837066
"3359","Measles","Illinois",1952,48,26386,8967327
"3360","Measles","Illinois",1953,49,15746,9102054
"3361","Measles","Illinois",1954,52,33190,9240284
"3362","Measles","Illinois",1955,49,13649,9380993
"3363","Measles","Illinois",1956,52,42124,9523089
"3364","Measles","Illinois",1957,50,9692,9665415
"3365","Measles","Illinois",1958,50,23045,9806743
"3366","Measles","Illinois",1959,48,9611,9945778
"3367","Measles","Illinois",1960,52,22656,10081158
"3368","Measles","Illinois",1961,51,16108,10211657
"3369","Measles","Illinois",1962,51,16795,10336802
"3370","Measles","Illinois",1963,48,10247,10456318
"3371","Measles","Illinois",1964,51,15801,10569938
"3372","Measles","Illinois",1965,52,4565,10677402
"3373","Measles","Illinois",1966,51,11521,10778459
"3374","Measles","Illinois",1967,52,1306,10872870
"3375","Measles","Illinois",1968,52,1483,10960403
"3376","Measles","Illinois",1969,51,1120,11040840
"3377","Measles","Illinois",1970,51,3293,11113976
"3378","Measles","Illinois",1971,51,3268,11179635
"3379","Measles","Illinois",1972,50,4524,11237725
"3380","Measles","Illinois",1973,51,2195,11288189
"3381","Measles","Illinois",1974,50,2118,11330985
"3382","Measles","Illinois",1975,52,1867,11366089
"3383","Measles","Illinois",1976,52,2032,11393493
"3384","Measles","Illinois",1977,49,1889,11413206
"3385","Measles","Illinois",1978,50,792,11425251
"3386","Measles","Illinois",1979,52,1317,11429670
"3387","Measles","Illinois",1980,49,339,11426518
"3388","Measles","Illinois",1981,41,28,11416303
"3389","Measles","Illinois",1982,46,25,11401293
"3390","Measles","Illinois",1983,41,195,11384186
"3391","Measles","Illinois",1984,51,153,11367670
"3392","Measles","Illinois",1985,44,274,11354416
"3393","Measles","Illinois",1986,45,414,11347084
"3394","Measles","Illinois",1987,49,187,11348335
"3395","Measles","Illinois",1988,42,51,11360847
"3396","Measles","Illinois",1989,44,2551,11387340
"3397","Measles","Illinois",1990,43,1037,11430602
"3398","Measles","Illinois",1991,34,6,11492528
"3399","Measles","Illinois",1992,29,9,11571098
"3400","Measles","Illinois",1993,28,4,11663291
"3401","Measles","Illinois",1994,31,18,11766036
"3402","Measles","Illinois",1995,25,5,11876178
"3403","Measles","Illinois",1996,33,2,11990458
"3404","Measles","Illinois",1997,43,9,12105488
"3405","Measles","Illinois",1998,6,1,12217753
"3406","Measles","Illinois",1999,0,0,12323608
